source,destination,size,time
csews15,csews36,8000000,0.078442
csews15,csews36,8000000,0.069916
csews15,csews36,8000000,0.089844
csews15,csews36,8000000,0.118032
csews15,csews36,8000000,0.079570
csews15,csews36,8000000,0.096533
csews15,csews36,8000000,0.095052
csews15,csews36,8000000,0.106346
csews15,csews36,32000000,0.296957
csews15,csews36,32000000,0.289896
csews15,csews36,32000000,0.309586
csews15,csews36,32000000,0.334314
csews15,csews36,32000000,0.295845
csews15,csews36,32000000,0.276600
csews15,csews36,32000000,0.336942
csews15,csews36,32000000,0.275167
csews15,csews36,32000000,0.306373
csews15,csews36,32000000,0.289745
csews15,csews36,64000000,0.567067
csews15,csews36,64000000,0.639878
csews15,csews36,64000000,0.628688
csews15,csews36,64000000,0.665274
csews15,csews36,64000000,0.562912
csews15,csews36,64000000,0.649669
csews15,csews36,64000000,0.674595
csews15,csews36,64000000,0.627215
csews15,csews36,64000000,0.592378
csews15,csews36,64000000,0.600747
csews15,csews36,128000000,1.323710
csews15,csews36,128000000,1.214793
csews15,csews36,128000000,1.164760
csews15,csews36,128000000,1.313754
csews15,csews36,128000000,1.429830
csews15,csews36,128000000,1.274615
csews15,csews36,128000000,1.460986
csews15,csews36,128000000,1.428641
csews15,csews36,128000000,1.165838
csews15,csews36,128000000,1.240069
csews3,csews20,1000,0.000311
csews3,csews20,1000,0.000243
csews3,csews20,1000,0.000311
csews3,csews20,1000,0.000639
csews3,csews20,1000,0.000304
csews3,csews20,1000,0.000294
csews3,csews20,1000,0.000246
csews3,csews20,1000,0.000284
csews3,csews20,1000,0.000244
csews3,csews20,1000,0.000463
csews3,csews20,100000,0.001480
csews3,csews20,100000,0.001485
csews3,csews20,100000,0.001593
csews3,csews20,100000,0.001541
csews3,csews20,100000,0.001489
csews3,csews20,100000,0.001482
csews3,csews20,100000,0.001540
csews3,csews20,100000,0.001479
csews3,csews20,100000,0.001591
csews3,csews20,100000,0.001787
csews3,csews20,1000000,0.009659
csews3,csews20,1000000,0.010164
csews3,csews20,1000000,0.024810
csews3,csews20,1000000,0.010083
csews3,csews20,1000000,0.023861
csews3,csews20,1000000,0.009451
csews3,csews20,1000000,0.009256
csews3,csews20,1000000,0.009442
csews3,csews20,1000000,0.009567
csews3,csews20,1000000,0.010470
csews3,csews20,8000000,0.106388
csews3,csews20,8000000,0.069487
csews3,csews20,8000000,0.112008
csews3,csews20,8000000,0.112607
csews3,csews20,8000000,0.072620
csews3,csews20,8000000,0.070171
csews3,csews20,8000000,0.069521
csews3,csews20,8000000,0.071023
csews3,csews20,8000000,0.078817
csews3,csews20,8000000,0.124073
csews3,csews20,32000000,0.340492
csews3,csews20,32000000,0.451392
csews3,csews20,32000000,0.322592
csews3,csews20,32000000,0.308079
csews3,csews20,32000000,0.374905
csews3,csews20,32000000,0.373983
csews3,csews20,32000000,0.360486
csews3,csews20,32000000,0.312950
csews3,csews20,32000000,0.394855
csews3,csews20,32000000,0.296177
csews3,csews20,64000000,0.692093
csews3,csews20,64000000,0.731683
csews3,csews20,64000000,0.756001
csews3,csews20,64000000,0.615600
csews3,csews20,64000000,0.650342
csews3,csews20,64000000,0.737906
csews3,csews20,64000000,0.712626
csews3,csews20,64000000,0.625021
csews3,csews20,64000000,0.630262
csews3,csews20,64000000,0.606164
csews3,csews20,128000000,1.214667
csews3,csews20,128000000,1.423832
csews3,csews20,128000000,1.225895
csews3,csews20,128000000,1.237111
csews3,csews20,128000000,1.329084
csews3,csews20,128000000,1.152664
csews3,csews20,128000000,1.516762
csews3,csews20,128000000,1.128136
csews3,csews20,128000000,1.273114
csews3,csews20,128000000,1.155996
