source,destination,size,time
csews20,csews44,100000,0.001475
csews20,csews44,100000,0.001468
csews20,csews44,1000000,0.009127
csews20,csews44,1000000,0.009337
csews20,csews44,1000000,0.009338
csews20,csews44,1000000,0.009185
csews20,csews44,1000000,0.009780
csews20,csews44,1000000,0.010184
csews20,csews44,1000000,0.009830
csews20,csews44,1000000,0.009947
csews20,csews44,1000000,0.009597
csews20,csews44,1000000,0.009151
csews20,csews44,8000000,0.069001
csews20,csews44,8000000,0.071194
csews20,csews44,8000000,0.073727
csews20,csews44,8000000,0.070670
csews20,csews44,8000000,0.069270
csews20,csews44,8000000,0.069631
csews20,csews44,8000000,0.069707
csews20,csews44,8000000,0.070253
csews20,csews44,8000000,0.073228
csews20,csews44,8000000,0.070543
csews20,csews44,32000000,0.275024
csews20,csews44,32000000,0.285940
csews20,csews44,32000000,0.287552
csews20,csews44,32000000,0.287822
csews20,csews44,32000000,0.275071
csews20,csews44,32000000,0.275464
csews20,csews44,32000000,0.280421
csews20,csews44,32000000,0.285062
csews20,csews44,32000000,0.275292
csews20,csews44,32000000,0.275273
csews20,csews44,64000000,0.563690
csews20,csews44,64000000,0.565721
csews20,csews44,64000000,0.548569
csews20,csews44,64000000,0.570284
csews20,csews44,64000000,0.560949
csews20,csews44,64000000,0.573145
csews20,csews44,64000000,0.559874
csews20,csews44,64000000,0.573239
csews20,csews44,64000000,0.555908
csews20,csews44,64000000,0.578606
csews20,csews44,128000000,1.117632
csews20,csews44,128000000,1.132010
csews20,csews44,128000000,1.129779
csews20,csews44,128000000,1.123856
csews20,csews44,128000000,1.134105
csews20,csews44,128000000,1.126548
csews20,csews44,128000000,1.129924
csews20,csews44,128000000,1.154218
csews20,csews44,128000000,1.107055
csews20,csews44,128000000,1.126386
csews49,csews13,1000,0.002055
csews49,csews13,1000,0.000338
csews49,csews13,1000,0.000293
csews49,csews13,1000,0.000346
csews49,csews13,1000,0.000313
csews49,csews13,1000,0.000332
csews49,csews13,1000,0.000343
csews49,csews13,1000,0.000276
csews49,csews13,1000,0.000336
csews49,csews13,1000,0.000355
csews49,csews13,100000,0.001681
csews49,csews13,100000,0.206909
csews49,csews13,100000,0.002256
csews49,csews13,100000,0.001694
csews49,csews13,100000,0.001707
csews49,csews13,100000,0.001868
csews49,csews13,100000,0.001686
csews49,csews13,100000,0.001482
csews49,csews13,100000,0.001772
csews49,csews13,100000,0.001693
csews49,csews13,1000000,0.010491
csews49,csews13,1000000,0.010765
csews49,csews13,1000000,0.009142
csews49,csews13,1000000,0.009602
csews49,csews13,1000000,0.009278
csews49,csews13,1000000,0.009297
csews49,csews13,1000000,0.009677
csews49,csews13,1000000,0.009871
csews49,csews13,1000000,0.009098
csews49,csews13,1000000,0.009120
csews49,csews13,8000000,0.082959
csews49,csews13,8000000,0.079699
csews49,csews13,8000000,0.077455
csews49,csews13,8000000,0.076121
csews49,csews13,8000000,0.070053
csews49,csews13,8000000,0.070222
csews49,csews13,8000000,0.075979
csews49,csews13,8000000,0.074859
csews49,csews13,8000000,0.110054
csews49,csews13,8000000,0.070782
csews49,csews13,32000000,0.309787
csews49,csews13,32000000,0.302504
csews49,csews13,32000000,0.281607
csews49,csews13,32000000,0.341156
csews49,csews13,32000000,0.283475
csews49,csews13,32000000,0.276996
csews49,csews13,32000000,0.277433
csews49,csews13,32000000,0.279892
csews49,csews13,32000000,0.283034
csews49,csews13,32000000,0.282755
csews49,csews13,64000000,0.657877
csews49,csews13,64000000,0.660023
csews49,csews13,64000000,0.654553
csews49,csews13,64000000,0.585940
csews49,csews13,64000000,0.573839
csews49,csews13,64000000,0.616929
csews49,csews13,64000000,0.558295
csews49,csews13,64000000,0.622183
csews49,csews13,64000000,0.624791
csews49,csews13,64000000,0.610550
csews49,csews13,128000000,1.135473
csews49,csews13,128000000,1.134172
csews49,csews13,128000000,1.300870
csews49,csews13,128000000,1.302941
csews49,csews13,128000000,1.302086
csews49,csews13,128000000,1.183938
csews49,csews13,128000000,1.124855
csews49,csews13,128000000,1.288050
csews49,csews13,128000000,1.253838
csews49,csews13,128000000,1.101582
