source,destination,size,time
csews44,csews3,100000,0.001981
csews44,csews3,100000,0.001797
csews44,csews3,100000,0.001507
csews44,csews3,100000,0.001749
csews44,csews3,100000,0.001483
csews44,csews3,100000,0.001445
csews44,csews3,100000,0.001794
csews44,csews3,100000,0.001758
csews44,csews3,100000,0.001564
csews44,csews3,1000000,0.009193
csews44,csews3,1000000,0.011955
csews44,csews3,1000000,0.013936
csews44,csews3,1000000,0.016217
csews44,csews3,1000000,0.032455
csews44,csews3,1000000,0.020720
csews44,csews3,1000000,0.009900
csews44,csews3,1000000,0.028735
csews44,csews3,1000000,0.011504
csews44,csews3,1000000,0.010715
csews44,csews3,8000000,0.071724
csews44,csews3,8000000,0.129771
csews44,csews3,8000000,0.166720
csews44,csews3,8000000,0.113015
csews44,csews3,8000000,0.124483
csews44,csews3,8000000,0.146867
csews44,csews3,8000000,0.182783
csews44,csews3,8000000,0.117196
csews44,csews3,8000000,0.133066
csews44,csews3,8000000,0.073933
csews44,csews3,32000000,0.384550
csews44,csews3,32000000,0.665077
csews44,csews3,32000000,0.362734
csews44,csews3,32000000,0.384303
csews44,csews3,32000000,0.527220
csews44,csews3,32000000,0.300040
csews44,csews3,32000000,0.328050
csews44,csews3,32000000,0.518884
csews44,csews3,32000000,0.488819
csews44,csews3,32000000,0.393423
csews44,csews3,64000000,1.042121
csews44,csews3,64000000,0.858416
csews44,csews3,64000000,0.671789
csews44,csews3,64000000,1.378290
csews44,csews3,64000000,0.713178
csews44,csews3,64000000,1.257219
csews44,csews3,64000000,1.029601
csews44,csews3,64000000,0.848464
csews44,csews3,64000000,1.093179
csews44,csews3,64000000,0.899776
csews44,csews3,128000000,2.418695
csews44,csews3,128000000,1.934419
csews44,csews3,128000000,1.842078
csews44,csews3,128000000,1.227162
csews44,csews3,128000000,1.250659
csews44,csews3,128000000,2.312942
csews44,csews3,128000000,1.681511
csews44,csews3,128000000,1.819345
csews44,csews3,128000000,1.474117
csews44,csews3,128000000,1.806364
csews15,csews44,1000,0.001403
csews15,csews44,1000,0.000345
csews15,csews44,1000,0.000290
csews15,csews44,1000,0.000415
csews15,csews44,1000,0.000253
csews15,csews44,1000,0.000265
csews15,csews44,1000,0.000315
csews15,csews44,1000,0.000311
csews15,csews44,1000,0.000654
csews15,csews44,1000,0.000287
csews15,csews44,100000,0.001791
csews15,csews44,100000,0.002027
csews15,csews44,100000,0.001522
csews15,csews44,100000,0.001504
csews15,csews44,100000,0.001634
csews15,csews44,100000,0.001934
csews15,csews44,100000,0.001538
csews15,csews44,100000,0.001854
csews15,csews44,100000,0.001601
csews15,csews44,100000,0.001639
csews15,csews44,1000000,0.009403
csews15,csews44,1000000,0.010855
csews15,csews44,1000000,0.010567
csews15,csews44,1000000,0.009254
csews15,csews44,1000000,0.009403
csews15,csews44,1000000,0.012678
csews15,csews44,1000000,0.012138
csews15,csews44,1000000,0.009309
csews15,csews44,1000000,0.009146
csews15,csews44,1000000,0.011287
csews15,csews44,8000000,0.071201
csews15,csews44,8000000,0.074109
csews15,csews44,8000000,0.104381
csews15,csews44,8000000,0.085911
csews15,csews44,8000000,0.084223
csews15,csews44,8000000,0.115000
csews15,csews44,8000000,0.073841
csews15,csews44,8000000,0.081473
csews15,csews44,8000000,0.071597
csews15,csews44,8000000,0.069451
csews15,csews44,32000000,0.326864
csews15,csews44,32000000,0.277050
csews15,csews44,32000000,0.278783
csews15,csews44,32000000,0.285172
csews15,csews44,32000000,0.345235
csews15,csews44,32000000,0.308135
csews15,csews44,32000000,0.300437
csews15,csews44,32000000,0.285695
csews15,csews44,32000000,0.302915
csews15,csews44,32000000,0.299842
csews15,csews44,64000000,0.681519
csews15,csews44,64000000,0.627271
csews15,csews44,64000000,0.637581
csews15,csews44,64000000,0.549429
csews15,csews44,64000000,0.561910
csews15,csews44,64000000,0.613059
csews15,csews44,64000000,0.664221
csews15,csews44,64000000,0.632386
csews15,csews44,64000000,0.620914
csews15,csews44,64000000,0.561355
csews15,csews44,128000000,1.200107
csews15,csews44,128000000,1.349562
csews15,csews44,128000000,1.140042
csews15,csews44,128000000,1.265303
csews15,csews44,128000000,1.226802
csews15,csews44,128000000,1.232917
csews15,csews44,128000000,1.139518
csews15,csews44,128000000,1.259418
csews15,csews44,128000000,1.260195
csews15,csews44,128000000,1.159377
